token,frequency
dəmbədəm,3
Gözəllərə,3
"cəfa,",3
insanları,3
adamın,3
mənasız,3
həddə,3
Meyxana,3
məhsulu,3
rüxsarına,3
İnci,3
sübhün,3
səhifəsinə,3
küfrünü,3
"dodaq,",3
"kimdir,",3
uzadıb,3
Cansız,3
"dolar,",3
müjdəni,3
"çıxardı,",3
Qıldı,3
Oldu,3
atdı.,3
"qamətli,",3
camından,3
"olmadan,",3
bilmədi.,3
Tənə,3
təhlükəli,3
zamanənin,3
dövrünə,3
Vaizin,3
nəzr,3
ahının,3
yanmasın,3
dərdinlə,3
çıxsın,3
sultandan,3
varlığına,3
belədir,3
açılıb,3
kədərdən,3
deməyin,3
Təcərrüd,3
varlığını,3
bəladan,3
qorumaz.,3
kimsəni,3
Aləmi,3
huşumu,3
Fəqih,3
qılan,3
"görmüş,",3
"daima,",3
istək,3
Vüsalə,3
buludu,3
əziyyətini,3
çəkdiyi,3
dilimi,3
"yetməz,",3
Agah,3
"gəzmə,",3
Günəşlə,3
çıxmaz.,3
Yeni,3
Qəmə,3
şairə,3
Xəzinə,3
Fəsahət,3
oldular,3
namus,3
süst,3
Təqdir,3
əvəzinə,3
təkzib,3
qövm,3
verəndə,3
ah!,3
eləmə,3
şərbətə,3
həzər,3
Nərgizin,3
"tələsidir,",3
Qəribədir,3
özgələrə,3
yaşından,3
göyü,3
yaradır.,3
yarası,3
Yanağının,3
gecədə,3
ayrılığında,3
getməyə,3
"dostlar,",3
"düşə,",3
"girə,",3
seçilmiş,3
saysız-hesabsız,3
barmağını,3
Dostu,3
Düşməni,3
dərgahdan,3
merac,3
çeşməsindən,3
Cəhənnəm,3
"salmışdır,",3
inciyə,3
həşr,3
İrfan,3
Cənnətə,3
qərardır.,3
Seyr,3
Rahatlıq,3
Eyş,3
süzülmüş,3
"söz,",3
sidqlə,3
Sirlər,3
Bəyan,3
salma.,3
nalədən,3
Zülmündən,3
soruşsa,3
bağlılıq,3
imandan,3
"Dedilər,",3
ruzigarın,3
"şamından,",3
nəsimi,3
yaraşır.,3
qəm-qüssəsindən,3
çəksə,3
gecəni,3
ürəkdə,3
Yaman,3
qəmləri,3
dəvənin,3
cəhənnəmdən,3
müdriki,3
"sürmə,",3
tutiya,3
gecədən,3
bəhanə,3
Dərgahının,3
günəşlə,3
ay.,3
"əksini,",3
lövhəsində,3
doğrusunu,3
"evinə,",3
ölkənin,3
"gətirir,",3
divarı,3
"layiqdir,",3
"məskən,",3
"şahlar,",3
Kainat,3
bəsləmək,3
"Maşallah,",3
"əmir,",3
səmasının,3
quşuna,3
nemətdir.,3
"əridi,",3
"deyildi,",3
katibi,3
yazmağa,3
Gülşənin,3
paltarını,3
nitqi,3
budağından,3
qapısı,3
zövqə,3
"nişan,",3
artıran,3
Günəşdən,3
zülmətinə,3
tələbi,3
"açıq,",3
"çıxmaz,",3
"qala,",3
quşların,3
"qaçar,",3
təhqiq,3
"bükülmüşdür,",3
"bir-bir,",3
xəbər.,3
qəhrinin,3
məğlub,3
səhəri,3
"artıqdır,",3
gəmisi,3
qaldırıb,3
lütfə,3
Səltənət,3
asi,3
"ürəkli,",3
Salman,3
mövlası,3
hökmünə,3
imamı,3
"şəkildə,",3
torpağın,3
dəryasının,3
diyarı,3
"almaz,",3
iqbal,3
dövlətin,3
danışıq,3
qoyar,3
Görünür,3
nalı,3
cəfaya,3
yandırdı.,3
sinəsindən,3
özgənin,3
bayıra,3
Sinəm,3
Dərdli,3
ziyanı,3
"olmadım,",3
"xoşhaləm,",3
cəfanı,3
Gözündən,3
ibadətdən,3
Zülfündən,3
vay,3
rəğbətim,3
"qəmim,",3
Yanan,3
"qorxar,",3
dildə,3
deyərlər:,3
"ağlaram,",3
dodağınla,3
"afətdir,",3
"üz,",3
kiməm,3
gəldikcə,3
artır.,3
heyrətə,3
cəfadan,3
çoxları,3
zülfünlə,3
demərəm,3
nəzərimdə,3
"şərabı,",3
dodağa,3
tezcə,3
"günü,",3
üz-üzə,3
"gəlsən,",3
"dolsun,",3
peyki,3
keçir.,3
xidmətçi,3
"saçsın,",3
yolları,3
açsın.,3
dilindən,3
Nəinki,3
Birinci,3
Üçüncü,3
Qanun,3
huriləri,3
"camdır,",3
açandır.,3
ruhuma,3
Sirr,3
rənglə,3
içsə,3
qədəhdən,3
məzar,3
saysız,3
əziyyət.,3
İçdikcə,3
üstümə,3
camını,3
canlı,3
"otur,",3
dər,3
çiçəklər,3
"rəngi,",3
yaranan,3
açılsın,3
sirlərin,3
"həmdəmim,",3
"qalxdı,",3
zatında,3
açma,3
saxla,3
"pünhan,",3
sillə,3
eyləmə,3
"gəz,",3
dürlü,3
Qorx,3
bədənində,3
əzəldən.,3
İş,3
olmayasan,3
"qaç,",3
bərqərar,3
"məclisi,",3
dairədə,3
ötən,3
əslini,3
"qəlbini,",3
işindən,3
"cahanı,",3
kəsdi,3
bədənindən,3
nəcabətli,3
"avara,",3
"vurur,",3
"xəzinə,",3
qəm.,3
"əzab,",3
Təbib,3
dəstinə,3
illərlə,3
ucadır,3
ayrıdır,3
mümkündür,3
demişəm,3
növlə,3
böylə,3
deyim,3
"atdım,",3
qaçdı,3
qapqara,3
Dostlar,3
Əvvəllər,3
dəyişən,3
"veribsə,",3
Bihudə,3
"qapdı,",3
Müğənni,3
ətrafı,3
qərarı,3
məstlərin,3
asudə,3
sinədən,3
"əvvəl,",3
kişinin,3
bədbəxt,3
"məkanı,",3
"De,",3
dərindən,3
qapı,3
Çəng,3
varlığın,3
"endim,",3
qat-qat,3
həyatım,3
təfəkkür,3
"görmüşdü,",3
bas,3
dadıma,3
"çat,",3
Ölmüş,3
puç,3
arzusunu,3
"cam,",3
şəfəq,3
açır,3
kamalla,3
eləsin,3
qoy.,3
öyrətdi,3
qığılcım,3
Özündən,3
"gülür,",3
umar,3
bixəbər,3
"ayrı,",3
səslə,3
sifətini,3
"qəmdən,",3
"tapım,",3
"zatı,",3
təngə,3
düşməsin,3
"tapsın,",3
səsindən,3
"itirmə,",3
zərbə,3
yadıma,3
"işim,",3
Sürmə,3
gizlincə,3
"çəkən,",3
İnsaf,3
fəsil,3
"çəkmiş,",3
"Dur,",3
batmış,3
"boyun,",3
İslama,3
çarəsi,3
zatın,3
vücudunun,3
hikmətini,3
lütfündən,3
hikmətin,3
Hikmətin,3
seyrini,3
gülzarın,3
"sanasan,",3
saçdı,3
varlı,3
əslində,3
Layiqdir,3
tikanın,3
arxasında,3
sinəsində,3
etiraf,3
etdiyini,3
"yığıb,",3
"dilidir,",3
"edəli,",3
"tapmazdı,",3
rəngdə,3
öyrənir,3
Fəth,3
bəlasından,3
naçar,3
qönçədən,3
tumar,3
almış,3
ağaclar,3
"olardı,",3
danışma,3
açsın,3
Çəkibdir,3
Ədəb,3
görünər,3
diliylə,3
Axırzaman,3
Şahlar,3
Hindistan,3
Möcüzə,3
sipər,3
məktubu,3
şahənşah,3
Münafiq,3
"pənahında,",3
Kakilin,3
naümid,3
düşkün,3
qəribədir,3
razılığı,3
olmağı,3
"""Mənim",3
Ulduzların,3
Şövqün,3
"demək,",3
fariğ,3
bürünmüş,3
"dəvə,",3
yoldan.,3
xəbərsizdir.,3
şərabının,3
tapmadı.,3
Çənənin,3
müəyyən,3
sədəqə,3
Halını,3
boyuna,3
Gözünün,3
mı?,3
sirdaş,3
qaynağı,3
"istərsə,",3
Haqa,3
"insanlar,",3
"yazanda,",3
"doğdu,",3
əzəmət,3
Şahı,3
qurtar!,3
sözlərim,3
Qəlbin,3
cananı.,3
Layiq,3
"çıxsın,",3
"baxsan,",3
görsün,3
elmdən,3
gözlərdən,3
"səbəb,",3
sərvət,3
Turan,3
təxt,3
hüzurunda,3
saray,3
qayda,3
"soyar,",3
Ehsan,3
süfrəsində,3
gözlə,3
etsin?,3
əmin,3
mürşid,3
rahib,3
"yıxsın,",3
"cahana,",3
fani.,3
odla,3
suyudur.,3
Ölüm,3
tanı.,3
behişti,3
qardaşları,3
Zal,3
tora,3
Adəmi,3
tacına,3
Bədəxşan,3
qiymətə,3
toxumu,3
Musaya,3
Xudanın,3
imkanı,3
"acizdir,",3
küfrün,3
Onunçün,3
küfrə,3
üzüqara,3
"atar,",3
Xaliqin,3
Yalançı,3
qabil,3
cənnətdən,3
Arı,3
şanı.,3
"gəlibsən,",3
İbrahim,3
qurbanı.,3
"Xudaya,",3
əsası.,3
camalında,3
"göndərdim,",3
çiçəkdən,3
qida,3
budaqdan,3
çatmadan,3
ağacın,3
Rəngi,3
nişan.,3
dəyən,3
Təbiət,3
özüdür,3
"qoydun,",3
Anan,3
"qoca,",3
qorxuram,3
"olaram,",3
dırnağı,3
"hörmət,",3
mədən,3
nizama,3
Saçlarının,3
"utandı,",3
kənarına,3
"bas,",3
Gözümə,3
Tövhid,3
"ucadır,",3
"gülüdür,",3
"Nəsimiyəm,",3
"qaşına,",3
"dəfə,",3
Qarğa,3
süzgün,3
"aşiqsənsə,",3
darına,3
Keç,3
Ayrılıqdan,3
vüsalə,3
saxlayar.,3
"hurisi,",3
götür,3
muradı,3
dolaşıq,3
"gündür,",3
Başdan,3
dərmanı.,3
Filankəsin,3
Qapını,3
"deyilsə,",3
təndə,3
yanaram,3
"baxdı,",3
"tuba,",3
"hurilər,",3
zindanda,3
"""İnna",3
bilənlər,3
Xətin,3
ağılları,3
cəllad,3
qurdu,3
qazan,3
"reyhandır,",3
"bilərəm,",3
səbirsiz,3
"bağıdır,",3
Həqqin,3
qəndi,3
altı,3
cəhət,3
zəncirə,3
döndü,3
"olduq,",3
Münkir,3
təcəllisi,3
"şahid,",3
Meydana,3
damarlar,3
"Şaha,",3
Ər,3
"şamıdır,",3
ləbin,3
saçınla,3
"yazmışam,",3
pərilər,3
səs-küy,3
"yetiş,",3
camə,3
doldurdu,3
yarə,3
töküldü,3
varına.,3
dilbəri,3
Ömrü,3
bilməsə,3
nədən?,3
qıldı,3
Mənsuru,3
vahid,3
"nədəndir,",3
"nədən,",3
nurların,3
cübbə,3
kainatın,3
Kaf,3
nəslini,3
"cahan,",3
"İsa,",3
Hamıdan,3
nə?,3
getsin,3
vəsfinə,3
həqiqi,3
ləli,3
"rahatlığı,",3
əhdə,3
Kəbəni,3
iyirmi,3
"görməyə,",3
"deyəsən,",3
hamısını,3
"danış,",3
Adət,3
çarxı,3
əməli,3
"coşdu,",3
söylər.,3
Həqiqi,3
təriqət,3
Möminə,3
Güzgüyə,3
"tanıdı,",3
"oyan,",3
deyirəm.,3
"əlimdə,",3
riyakarlıq,3
"yolu,",3
Həqq,3
istəyə?,3
Yusifini,3
kəsər,3
"dili,",3
məkanın,3
Laməkan,3
daşın,3
"nabatım,",3
"zərifim,",3
Şux,3
"yıxdı,",3
"dayağım,",3
"dostum,",3
"hurim,",3
"xəstəyəm,",3
"tapmadı,",3
bənzəri,3
axirətə,3
vermişəm,3
zülfündə,3
"könlümün,",3
"Huri,",3
"sözlü,",3
"nərgisim,",3
"bulağım,",3
"lütf,",3
"mədənim,",3
"surətidir,",3
zülmətdə,3
Haq,3
qüdrətinə,3
keçmək,3
rəhmətidir.,3
"saçından,",3
yazmış,3
mişkin,3
saçından,3
"kəlamı,",3
nəfsini,3
Fəzl,3
qəhr,3
ruhlar,3
namazı,3
Misr,3
şərt,3
şərtini,3
"endi,",3
"sığmaz,",3
"sözüdür,",3
Surəti,3
iftixar,3
gülünün,3
"çatanda,",3
hədisini,3
səcdəsi,3
məhəbbətin,3
qapdı,3
"canıma,",3
"nara,",3
yandırıb,3
vədə,3
fərağı,3
qüdrətindən,3
cüda,3
müştaqa,3
gülür,3
"gülün,",3
məskənini,3
"oddur,",3
zəvala,3
"təqvalı,",3
"Qaşın,",3
"uçar,",3
bağçası,3
durmadan,3
şəhərdə,3
vəslə,3
Nəsimini,3
utandı,3
Həqqi,3
sünbülünə,3
"dəyəndə,",3
Qələmin,3
hamıdan,3
"çə,",3
"ve,",3
"di,",3
"şə,",3
şəkəri,3
"se,",3
sehri,3
"kö,",3
"zü,",3
"Nə,",3
söyləyən,3
zamana,3
darı,3
gününə,3
"biləsən,",3
hilalını,3
"xəbər,",3
"gərəkməz,",3
Sevdiyim,3
"ayrılmaz,",3
Camalını,3
"içindəyəm,",3
"səbəbdən,",3
aypara,3
Mişkin,3
seyd,3
"rəisi,",3
ayə,3
Adım,3
şəhadət,3
qula,3
Səmimiyyətlə,3
şeyx,3
mehrabına,3
nurudur,3
pərvanədir,3
pərdədə,3
niyyət,3
Sədi,3
Məsihanın,3
"camalın,",3
Dişlərinin,3
həkk,3
ağası,3
görəsən.,3
meydanına,3
"bilən,",3
sirkə,3
Əzazil,3
girən,3
neylər,3
Laməkanın,3
"yemə,",3
"axar,",3
qaranlığına,3
Ola,3
Ağzına,3
xəzinəsi,3
Ağzının,3
Nəfəsi,3
yetir,3
kitabın,3
oldun.,3
"sultandır,",3
Dərdini,3
"düşməz,",3
"vermərəm,",3
sabaha,3
gümana,3
zərərə,3
"inkarçı,",3
"fəsli,",3
Ruh,3
"ayə,",3
nöqtədə,3
kafirə,3
vəli,3
istəsələr,3
"şəkərim,",3
"fikrim,",3
meyi,3
şol,3
mənasını,3
müşahidə,3
cəlal,3
sevgisindən,3
üzlüm,3
apar,3
dərmanım.,3
"məqsədim,",3
gülüstanımın,3
salıb.,3
"Əlidir,",3
Həmd,3
"torpağam,",3
Hamımız,3
"basdı,",3
qamətli,3
"dodağı,",3
görmədi.,3
Dərdinə,3
dözməz,3
yaşını.,3
Haqqa,3
baxış,3
Şübhəsiz,3
lənətlənmiş,3
Saçı,3
Fitnəkar,3
"deyildir,",3
qılsın.,3
bənzərsiz,3
Yas,3
tərs,3
rəna,3
ətrindən,3
asimanı,3
qaşınla,3
"Qurandır,",3
abi-heyvan,3
"göstərər,",3
"camalına,",3
yanlış,3
Yığıb,3
"çevrilər,",3
versən,3
duran,3
Qəfəsdə,3
qarşıma,3
"düşür,",3
haqdən,3
alnında,3
"atır,",3
nəfəsli,3
olur?,3
nəzərindən,3
gəlmişəm,3
oxuyuram,3
Ləlin,3
Barı,3
neysan,3
küncdə,3
"sünbül,",3
"billah,",3
Saçın,3
sayını,3
əqrəb,3
"necə,",3
həqiqətən,3
"bağlanıb,",3
"verim,",3
gövhər.,3
"Yəqin,",3
oxşayan,3
istəyirsən,3
ağzındakı,3
"abid,",3
Alimlərin,3
görünüş,3
Əmr,3
qapıdan,3
insafa,3
duası,3
badədən,3
yarınə.,3
"mal,",3
gözümüz,3
Axar,3
kitab.,3
gətir.,3
yaramaz.,3
vəsfində,3
"satar,",3
"girdi,",3
"göy,",3
gülüstana,3
Fikir,3
"qədimdir,",3
"dərdim,",3
sünbülü,3
Əlif,3
qumru,3
yanğı,3
"edənlər,",3
"hikmətdir,",3
Babil,3
"qaçdı,",3
ayda,3
kamala,3
nəyin,3
Vüsala,3
"qalsın,",3
açıldı,3
"haqdır,",3
pula,3
"söylədim,",3
olum.,3
Boyu,3
"yəni,",3
"içərəm,",3
qərbin,3
Nadir,3
"axan,",3
ürəyimdə,3
üstündədir.,3
üstündür.,3
Səma,3
"getdin,",3
"yanaqlı,",3
hur,3
günahları,3
Şəhər,3
"xəndan,",3
"oxudu,",3
Durna,3
Laçın,3
oxuyur.,3
geydi.,3
Qumru,3
"çıxmış,",3
Səsi,3
"bitər,",3
şəkk,3
çiy,3
Deyəsən,3
ağılla,3
bilməzsən,3
"dostuna,",3
Bağçada,3
"sürahi,",3
dişlərin,3
Qulaq,3
sözümü,3
kifayət,3
eldə,3
küfrü,3
Vilayət,3
incimə,3
Dodaqları,3
Gənc,3
laçın,3
"bağlar,",3
bülbüllər,3
qarğı,3
xeyir-dua,3
Kür,3
tellərin,3
düşməz,3
hərdən,3
zənəxdana,3
"meydan,",3
"xəyalın,",3
"vay,",3
oğlan,3
afət,3
Xanın,3
qoynundakı,3
edərik,3
Hünər,3
"açmadı,",3
sevəndən,3
evdən,3
deyin,3
"gedəndə,",3
Danışmağa,3
"başa,",3
gəz,3
şiri,3
"inciməz,",3
sözlərindən,3
Olar,3
qaldığım,3
cürət,3
çöldə,3
"vacibdir,",3
cavabını,3
Xahiş,3
deyə.,3
oğlun,3
"alim,",3
Qəzəblə,3
"müəllim,",3
çıxarar.,3
keçirdi.,3
"qarğa,",3
layiq.,3
Ağlı,3
xanı,3
Rusiya,3
Şirvanın,3
birbəbir,3
bəylərə,3
Bunların,3
sərsəri,3
gördük,3
"soydu,",3
arpa,3
Sizin,3
bəyə,3
nədəndir,3
"Müxtəsər,",3
arvadı,3
"qoyunu,",3
"dövləti,",3
Sabah,3
"çıxa,",3
xərc,3
qədim,3
İt,3
aş,3
Hakim,3
"aldılar,",3
dağılıb,3
hərə,3
kələk,3
dəllək,3
atın,3
molla,3
qışa,3
əmmamə,3
bunların,3
"yaz,",3
Zahirən,3
zahiri,3
batar,3
Mina,3
əlləri,3
Şümr,3
Kufədə,3
dərd-bəla,3
kənarda,3
"Hüseyn,",3
gülüm,3
çəkirəm,3
gəlibdir,3
"bilənlər,",3
natəvan,3
Qədəm,3
"cənnəti,",3
ixlas,3
"Sənsən,",3
"şaha,",3
"göydə,",3
"qazilər,",3
"quşuyam,",3
şəkərdən,3
"aşkar,",3
Günbəgün,3
Tünd,3
"saçlı,",3
Ayrılığında,3
Fəlatun,3
"sultandan,",3
"xandan,",3
Ağlamaq,3
sil,3
"uşaqsan,",3
oyuna,3
"hesabı,",3
Yenicə,3
"vəlvələ,",3
Kədərli,3
deyilsən,3
həmçinin,3
Könlünün,3
şüşəsi,3
"sınar,",3
yollara,3
igidlər,3
Dövlətindən,3
"deməyə,",3
"ləzzəti,",3
Neçin,3
"bezar,",3
Uşaqlar,3
tək-tək,3
yetişibsən,3
qabağına,3
qəflətdən,3
"damar,",3
Fəryadın,3
"səsin,",3
"səfər,",3
gedərsən,3
Qonşu,3
"günahı,",3
"betər,",3
buzov,3
sala,3
"batar,",3
edibsən,3
düşübdür,3
atadan,3
"onlara,",3
"Əli,",3
çahar,3
"əzər,",3
"Maliki,",3
qəbrin,3
Dinə,3
"durar,",3
Olsaydı,3
"naçar,",3
saxlar,3
"qaçaq,",3
"olursan,",3
salmaz,3
"bilməzsən,",3
günahım,3
gətirmisən!,3
qələminin,3
"gözünü,",3
Behiştin,3
elmləri,3
tərifəlayiq,3
"adamsan,",3
"Görünür,",3
ağılı,3
xəlq,3
etdi:,3
tərzdə,3
Firqətin,3
Sübhün,3
düzdü.,3
"içmiş,",3
Söylədim:,3
"apar,",3
"istədim,",3
döndü.,3
dözüm,3
qar,3
"məktəbi,",3
şerini,3
ağıldan,3
tamahın,3
nəhəng,3
səpdi.,3
süzən,3
köpük,3
rəngbərəng,3
qamətə,3
Olsun,3
çəkə,3
Çəkdi,3
kəsən,3
Səmərqənd,3
arzular,3
oxşar.,3
"heyrandır,",3
"Yezid,",3
"qış,",3
"bağlayıb,",3
Karvan,3
"vəfasız,",3
"bura,",3
Əlini,3
satmaq,3
sahibi.,3
"saldın,",3
Şaha,3
naəhl,3
tapdım,3
edəndən,3
tutuquşu,3
ətəyim,3
"olasan,",3
Səd,3
Saralmış,3
durub.,3
Eşiyində,3
Keyvan,3
imamın,3
"mülkü,",3
insanda,3
"öpər,",3
Bizdən,3
saman,3
loğma,3
yemək,3
Ceyran,3
Qapında,3
Lütfün,3
qızıla,3
Aqibət,3
hökmran,3
Vücudum,3
belinə,3
Cəfər,3
gözündədir.,3
sevdi,3
Fələkdə,3
"güldür,",3
Əlimə,3
"gəda,",3
vilayətin,3
naləmi,3
Yalan,3
"qılıncı,",3
geyik,3
"geyik,",3
Sürmələr,3
çəkdin,3
"sevda,",3
atana,3
Dərdindən,3
"həyasız,",3
"mənzilidir,",3
İnayət,3
"gəlmişəm,",3
biz.,3
hissə,3
İsmayılın,3
qərarına,3
gəldim.,3
istəyirəm.,3
çalışırlar.,3
yaxud,3
tarixçi,3
müdafiə,3
"söyüş,",3
Geniş,3
"yavaş-yavaş,",3
deyəsən,3
mövqe,3
ölkəsində,3
milli,3
məcbur,3
istəyirəm,3
Qərbin,3
olmalıdır.,3
dedim.,3
rəsmi,3
tarixi,3
ildən,3
Rəsulzadənin,3
qabağında,3
3,3
illik,3
"İskəndər,",3
istifadə,3
şiəliyin,3
Yeri,3
tolerant,3
ikinci,3
Həzrət,3
"bağışla,",3
xor,3
Əlimdə,3
"gedim,",3
bənzər!,3
hüsnü,3
"gözəlsən,",3
"gözlər,",3
"hey,",3
"dada,",3
"səfa,",3
"Xəstəyəm,",3
kirpiyi,3
bəzənib,3
"dağılır,",3
Xəyalımın,3
Tər,3
Gecənin,3
Bir-birinə,3
tərlan,3
burada,3
qal!,3
Sənubər,3
"lalədir,",3
Olubdur,3
yerişi,3
"viran,",3
Sinəmdə,3
dada,3
edərsənmi?,3
öpüş,3
dağına.,3
"neylərəm,",3
Ömrümü,3
"yada,",3
görməsin,3
övladı,3
gərdən,3
"tüfəng,",3
tüfəng,3
baxa-baxa,3
hicrin,3
"şərbət,",3
Görüşünə,3
Təzədən,3
rəhbəri,3
Vaqifi.,3
gözəl!,3
baxar,3
sözdə,3
Əsla,3
taparsan.,3
"dərviş,",3
"dilənçi,",3
"taxtı,",3
nəticədə,3
zillət,3
Gözəlin,3
"alsa,",3
Xumar,3
"döndüyüm,",3
"gecədir,",3
dövlətinə,3
"sındırdı,",3
"məsəldir,",3
quyusuna,3
"halı,",3
Zülf,3
Məhəmməd.,3
Həzrəti,3
"səda,",3
"yaxşı,",3
buyur,3
Gedər,3
ananın,3
sözümə,3
yumşaq,3
"başını,",3
baxanda,3
"geyib,",3
Adını,3
baxan,3
Qul,3
"qaydasıdır,",3
Kəbəsinə,3
adamların,3
tümən,3
"fəryada,",3
rəhmə,3
"dolub,",3
zindana,3
Birini,3
desən,3
Gəncədə,3
dona,3
versələr,3
büllur,3
önündən,3
döndərib,3
Nazla,3
küncə,3
çalan,3
saçlarına,3
Şəkərə,3
ülfəti,3
şamama.,3
qaldım,3
"sərdarı,",3
üstə.,3
"qəmzə,",3
kəm,3
toyuğu,3
İşi,3
"alsan,",3
Bir-bir,3
Ac,3
"arpa,",3
buğda,3
"evə,",3
"eşşək,",3
yorğun,3
Dəvənin,3
Təsadüfən,3
atlas,3
qətlinə,3
"yalan,",3
Dur,3
"tap,",3
"kamil,",3
"uşaq,",3
Eyib,3
axtarıb,3
məndən?,3
qaldırdı.,3
ceyrana,3
bağlarını,3
qalmışdı,3
mərdlik,3
qala.,3
dolan,3
asanlıqla,3
bəlalar,3
Suyu,3
Adın,3
"şir,",3
yamanlığa,3
"tülkü,",3
qədər.,3
Olmasaydı,3
əlbət.,3
Sübhə,3
şirə,3
sulu,3
sandı,3
vəziyyəti,3
oğruya,3
aşıb,3
yazıb,3
"aşıb,",3
qarış,3
vilayətdə,3
"qaşlar,",3
"qəmə,",3
"etibar,",3
Suyun,3
"mövla,",3
dəqiqə,3
camaata,3
Öpərəm,3
səsim,3
ucalan,3
sən?,3
siçan,3
eşitdi,3
Yaxşılıq,3
Məktubu,3
"oxudum,",3
etməsin.,3
işrət,3
bahar.,3
tapsın,3
Lalələr,3
arxasınca,3
"hazıram,",3
vaxtda,3
"it,",3
dolandım,3
eşşəyin,3
say.,3
san.,3
"Hadi,",3
"kəfən,",3
əhli!,3
edəcək,3
müxtəlifliyi,3
Tutaq,3
yuxuda.,3
Bozlar,3
"hazırladı,",3
tapmadı,3
möhtac.,3
Yanında,3
Olub,3
şahı.,3
"gəlsin,",3
Qorxudan,3
ölüb,3
qızardılmış,3
göründü.,3
əmiri,3
ehtiramla,3
Qafqaz,3
hörmətli,3
"övladı,",3
kəskin,3
"məna,",3
qönçəsi!,3
mötədil,3
ehtiyacın,3
"İsfahan,",3
nütfə,3
"çoban,",3
açılır.,3
çatar.,3
Məmun,3
Şəmaxı,3
"öyrəndim,",3
üsul,3
nəzərində,3
"mənbəyi,",3
"yesə,",3
bayrağı,3
əlaməti,3
Kimisi,3
rövnəq,3
bağladı.,3
Hamının,3
"qarı,",3
qarı,3
İcazə,3
anam,3
"ana,",3
oxuyurdu.,3
qarının,3
çəkirdi,3
"keşik,",3
aşü,3
ətə.,3
mətbəxi-xanə,3
"cavab,",3
pasiban.,3
"quşam,",3
"torpağı,",3
əsla.,3
"aciz,",3
xoruz,3
gücüm,3
gedirdi.,3
qulamı,3
gəmiyə,3
qalxar.,3
göylər,3
Rəngbərəng,3
səndən.,3
Səhərə,3
səsli,3
qaçdı.,3
Bəhlul,3
"qırdı,",3
hazırladı.,3
edirsən,3
Süfrə,3
Şadəm,3
"şadəm,",3
"gətirib,",3
uşağı,3
Uşaqların,3
üstü,3
"uşaqlar,",3
yazdığım,3
Atası,3
döyüşdə,3
"Abbas,",3
Mədh,3
Ömrün,3
Xurşidbanu,3
"dəftəri""",3
edilmiş,3
"dəva,",3
Əmin,3
həvəsilə,3
eyləyib,3
Ürəkdən,3
peymanədən,3
olaydı,3
şimşək,3
Şirvan.,3
ana,3
"Bil,",3
"keşikçidir,",3
"Ceyhun,",3
Şadlığın,3
titrədi,3
Zühəl,3
sənətkar,3
qoru,3
xətər,3
qətrəsi,3
Günəşdir,3
qərb,3
Bərbət,3
qərar.,3
Ünsüri,3
Əlimdən,3
səpir,3
"qəlb,",3
"çalıb,",3
qalxdı,3
yerə.,3
yayıldı,3
Saxsı,3
vurma,3
"eybi,",3
pəridən,3
arzum,3
İtə,3
Razılıq,3
yaxa,3
təbimin,3
dəyişməz,3
"tutdum,",3
düşmənim,3
Cövza,3
Dəccal,3
Dönüb,3
olaram,3
yəqin.,3
şeirimin,3
Çörək,3
Hey,3
quduz,3
qanadları,3
eyləyir,3
cahan.,3
durmadan.,3
nöqsan.,3
"ürəyim,",3
alar,3
yeksan.,3
haman.,3
heyran.,3
ehsanı.,3
Pərviz,3
tərə,3
atdım,3
Tamah,3
uzaqlaş,3
dərvişlərin,3
dayə,3
sehrkar,3
şairəm,3
Mənimtək,3
döndərər.,3
axtar!,3
alçaqlardan,3
Yoxladım,3
Gənclik,3
Xaqani!,3
axı,3
fərqi,3
"kimsədən,",3
"ruzigar,",3
"alçalt,",3
qəssab,3
"Xaqaniyə,",3
gəlməyə,3
Hümmətimin,3
Orda,3
ayna!,3
mərdlər,3
Səbrim,3
"adım,",3
dəm.,3
küpdə,3
Ayla,3
fəğan.,3
nə.,3
inan,3
"""Nə",3
qanadında,3
xəyalə,3
nigar.,3
qoydum,3
Şöhrəti,3
tükə,3
eyləsə,3
o.,3
"ağıldır,",3
nahaq,3
Rüknəddin,3
Xoy,3
gəzdim,3
"""Quran""",3
qaçdım,3
"Günəşdir,",3
torpağı.,3
şahına,3
qovğaya,2
səhraya.,2
sinəmi,2
bütə,2
məharətlə,2
şöhrətini,2
"yıx,",2
utandır.,2
gəzmək,2
arzularından,2
səadətini,2
gülxən,2
"desələr,",2
"Heyifdir,",2
xatırlayıb,2
"xatırladım,",2
Nərgizi,2
laləni,2
"demirəm,",2
"qoparıb,",2
gizlətdim.,2
"sataşdı,",2
"kədərləndirdi,",2
Səhv,2
qətlə,2
Riyakarlıq,2
dəryasında,2
üzən,2
sima,2
axirətdən,2
nəfərdən,2
dikbaş,2
Qılıncın,2
çəkişmə,2
bitməz.,2
zərrə-zərrə,2
girər,2
"dayanar,",2
durar?,2
mələküzlü,2
Həsəd,2
ağlamağım,2
nərgizin,2
Vaiz,2
daxması,2
yuvası,2
əlacımdan,2
Dərman,2
əllər,2
kirpiyinin,2
Cism,2
əlaqəsi,2
Fələkdən,2
Məsihaya,2
çeşmin,2
afətin,2
rüsvayı,2
timsalını,2
qiyamətə,2
xəyalıyla,2
bəbəyini,2
Zülmünü,2
çəkməyən,2
"buraxmadın,",2
Qatil,2
bilmək,2
